# x	y	u	v	flags	mask
1.0215e+01	6.3407e+00	-2.5541e-03	4.5471e-03	1.0000e+00	0.0000e+00
1.0433e+01	6.3407e+00	-2.8720e-03	4.8037e-03	1.0000e+00	0.0000e+00
1.0651e+01	6.3407e+00	-3.1658e-03	5.0517e-03	1.0000e+00	0.0000e+00
1.0868e+01	6.3407e+00	-3.4279e-03	5.2873e-03	1.0000e+00	0.0000e+00
1.1086e+01	6.3407e+00	-3.6556e-03	5.5115e-03	1.0000e+00	0.0000e+00
1.1303e+01	6.3407e+00	-3.8498e-03	5.7258e-03	1.0000e+00	0.0000e+00
1.1521e+01	6.3407e+00	-4.0140e-03	5.9321e-03	1.0000e+00	0.0000e+00
1.1738e+01	6.3407e+00	-4.1534e-03	6.1320e-03	1.0000e+00	0.0000e+00
1.1956e+01	6.3407e+00	-4.2687e-03	6.3159e-03	1.0000e+00	0.0000e+00
1.2174e+01	6.3407e+00	-4.3650e-03	6.4849e-03	1.0000e+00	0.0000e+00
1.2391e+01	6.3407e+00	-4.4456e-03	6.6376e-03	1.0000e+00	0.0000e+00
1.2609e+01	6.3407e+00	-4.4886e-03	6.7207e-03	1.0000e+00	0.0000e+00
1.2826e+01	6.3407e+00	-4.5261e-03	6.7967e-03	1.0000e+00	0.0000e+00
1.3044e+01	6.3407e+00	-4.5576e-03	6.8621e-03	1.0000e+00	0.0000e+00
2.0721e-01	6.1231e+00	2.1678e-02	-5.5957e-03	1.0000e+00	0.0000e+00
4.2478e-01	6.1231e+00	2.1797e-02	-4.8528e-03	1.0000e+00	0.0000e+00
6.4235e-01	6.1231e+00	2.2000e-02	-3.9480e-03	1.0000e+00	0.0000e+00
8.5993e-01	6.1231e+00	2.2313e-02	-2.9094e-03	1.0000e+00	0.0000e+00
1.0775e+00	6.1231e+00	2.2921e-02	-1.0056e-03	1.0000e+00	0.0000e+00
1.2951e+00	6.1231e+00	2.3828e-02	1.2090e-03	1.0000e+00	0.0000e+00
1.5126e+00	6.1231e+00	2.5079e-02	3.6939e-03	1.0000e+00	0.0000e+00
1.7302e+00	6.1231e+00	2.6687e-02	6.3931e-03	1.0000e+00	0.0000e+00
1.9478e+00	6.1231e+00	2.8619e-02	9.1123e-03	1.0000e+00	0.0000e+00
2.1654e+00	6.1231e+00	3.0784e-02	1.1735e-02	1.0000e+00	0.0000e+00
2.3829e+00	6.1231e+00	3.3025e-02	1.4140e-02	1.0000e+00	0.0000e+00
2.6005e+00	6.1231e+00	3.5140e-02	1.6207e-02	1.0000e+00	0.0000e+00
2.8181e+00	6.1231e+00	3.6905e-02	1.7845e-02	1.0000e+00	0.0000e+00
3.0356e+00	6.1231e+00	3.8094e-02	1.8993e-02	1.0000e+00	0.0000e+00
3.2532e+00	6.1231e+00	3.8512e-02	1.9624e-02	1.0000e+00	0.0000e+00
3.4708e+00	6.1231e+00	3.8018e-02	1.9750e-02	1.0000e+00	0.0000e+00
3.6884e+00	6.1231e+00	3.6552e-02	1.9417e-02	1.0000e+00	0.0000e+00
3.9059e+00	6.1231e+00	3.4157e-02	1.8699e-02	1.0000e+00	0.0000e+00
4.1235e+00	6.1231e+00	3.0965e-02	1.7696e-02	1.0000e+00	0.0000e+00
4.3411e+00	6.1231e+00	2.7179e-02	1.6516e-02	1.0000e+00	0.0000e+00
4.5586e+00	6.1231e+00	2.3044e-02	1.5268e-02	1.0000e+00	0.0000e+00
4.7762e+00	6.1231e+00	1.8819e-02	1.4044e-02	1.0000e+00	0.0000e+00
4.9938e+00	6.1231e+00	1.4752e-02	1.2915e-02	1.0000e+00	0.0000e+00
5.2114e+00	6.1231e+00	1.1044e-02	1.1926e-02	1.0000e+00	0.0000e+00
5.4289e+00	6.1231e+00	7.8308e-03	1.1093e-02	1.0000e+00	0.0000e+00
5.6465e+00	6.1231e+00	5.1777e-03	1.0412e-02	1.0000e+00	0.0000e+00
5.8641e+00	6.1231e+00	3.0895e-03	9.8533e-03	1.0000e+00	0.0000e+00
6.0816e+00	6.1231e+00	1.5254e-03	9.3795e-03	1.0000e+00	0.0000e+00
6.2992e+00	6.1231e+00	4.1330e-04	8.9489e-03	1.0000e+00	0.0000e+00
6.5168e+00	6.1231e+00	-3.3563e-04	8.5242e-03	1.0000e+00	0.0000e+00
6.7344e+00	6.1231e+00	-8.0995e-04	8.0773e-03	1.0000e+00	0.0000e+00
6.9519e+00	6.1231e+00	-1.0855e-03	7.5913e-03	1.0000e+00	0.0000e+00
7.1695e+00	6.1231e+00	-1.2208e-03	7.0630e-03	1.0000e+00	0.0000e+00
7.3871e+00	6.1231e+00	-1.2598e-03	6.5024e-03	1.0000e+00	0.0000e+00
7.6046e+00	6.1231e+00	-1.2362e-03	5.9299e-03	1.0000e+00	0.0000e+00
7.8222e+00	6.1231e+00	-1.1773e-03	5.3727e-03	1.0000e+00	0.0000e+00
8.0398e+00	6.1231e+00	-1.1055e-03	4.8604e-03	1.0000e+00	0.0000e+00
8.2574e+00	6.1231e+00	-1.0422e-03	4.4207e-03	1.0000e+00	0.0000e+00
8.4749e+00	6.1231e+00	-1.0077e-03	4.0763e-03	1.0000e+00	0.0000e+00
8.6925e+00	6.1231e+00	-1.0215e-03	3.8423e-03	1.0000e+00	0.0000e+00
8.9101e+00	6.1231e+00	-1.0983e-03	3.7244e-03	1.0000e+00	0.0000e+00
9.1276e+00	6.1231e+00	-1.2454e-03	3.7185e-03	1.0000e+00	0.0000e+00
9.3452e+00	6.1231e+00	-1.4614e-03	3.8114e-03	1.0000e+00	0.0000e+00
9.5628e+00	6.1231e+00	-1.7371e-03	3.9838e-03	1.0000e+00	0.0000e+00
9.7804e+00	6.1231e+00	-2.0565e-03	4.2137e-03	1.0000e+00	0.0000e+00
9.9979e+00	6.1231e+00	-2.4000e-03	4.4792e-03	1.0000e+00	0.0000e+00
1.0215e+01	6.1231e+00	-2.7466e-03	4.7609e-03	1.0000e+00	0.0000e+00
1.0433e+01	6.1231e+00	-3.0772e-03	5.0442e-03	1.0000e+00	0.0000e+00
1.0651e+01	6.1231e+00	-3.3777e-03	5.3198e-03	1.0000e+00	0.0000e+00
1.0868e+01	6.1231e+00	-3.6406e-03	5.5846e-03	1.0000e+00	0.0000e+00
1.1086e+01	6.1231e+00	-3.8639e-03	5.8400e-03	1.0000e+00	0.0000e+00
1.1303e+01	6.1231e+00	-4.0497e-03	6.0874e-03	1.0000e+00	0.0000e+00
1.1521e+01	6.1231e+00	-4.2032e-03	6.3285e-03	1.0000e+00	0.0000e+00
1.1738e+01	6.1231e+00	-4.3307e-03	6.5642e-03	1.0000e+00	0.0000e+00
1.1956e+01	6.1231e+00	-4.4347e-03	6.7825e-03	1.0000e+00	0.0000e+00
1.2174e+01	6.1231e+00	-4.5211e-03	6.9837e-03	1.0000e+00	0.0000e+00
1.2391e+01	6.1231e+00	-4.5936e-03	7.1658e-03	1.0000e+00	0.0000e+00
1.2609e+01	6.1231e+00	-4.6320e-03	7.2650e-03	1.0000e+00	0.0000e+00
1.2826e+01	6.1231e+00	-4.6660e-03	7.3557e-03	1.0000e+00	0.0000e+00
1.3044e+01	6.1231e+00	-4.6947e-03	7.4338e-03	1.0000e+00	0.0000e+00
2.0721e-01	5.9055e+00	2.2273e-02	-5.6729e-03	1.0000e+00	0.0000e+00
4.2478e-01	5.9055e+00	2.2501e-02	-4.9337e-03	1.0000e+00	0.0000e+00
6.4235e-01	5.9055e+00	2.2843e-02	-4.0326e-03	1.0000e+00	0.0000e+00
8.5993e-01	5.9055e+00	2.3325e-02	-2.9971e-03	1.0000e+00	0.0000e+00
1.0775e+00	5.9055e+00	2.4247e-02	-1.0982e-03	1.0000e+00	0.0000e+00
1.2951e+00	5.9055e+00	2.5544e-02	1.1140e-03	1.0000e+00	0.0000e+00
1.5126e+00	5.9055e+00	2.7262e-02	3.6004e-03	1.0000e+00	0.0000e+00
1.7302e+00	5.9055e+00	2.9412e-02	6.3064e-03	1.0000e+00	0.0000e+00
1.9478e+00	5.9055e+00	3.1936e-02	9.0391e-03	1.0000e+00	0.0000e+00
2.1654e+00	5.9055e+00	3.4719e-02	1.1683e-02	1.0000e+00	0.0000e+00
2.3829e+00	5.9055e+00	3.7574e-02	1.4115e-02	1.0000e+00	0.0000e+00
2.6005e+00	5.9055e+00	4.0262e-02	1.6213e-02	1.0000e+00	0.0000e+00
2.8181e+00	5.9055e+00	4.2518e-02	1.7885e-02	1.0000e+00	0.0000e+00
3.0356e+00	5.9055e+00	4.4081e-02	1.9066e-02	1.0000e+00	0.0000e+00
3.2532e+00	5.9055e+00	4.4723e-02	1.9726e-02	1.0000e+00	0.0000e+00
3.4708e+00	5.9055e+00	4.4283e-02	1.9875e-02	1.0000e+00	0.0000e+00
3.6884e+00	5.9055e+00	4.2691e-02	1.9556e-02	1.0000e+00	0.0000e+00
3.9059e+00	5.9055e+00	3.9998e-02	1.8844e-02	1.0000e+00	0.0000e+00
4.1235e+00	5.9055e+00	3.6358e-02	1.7837e-02	1.0000e+00	0.0000e+00
4.3411e+00	5.9055e+00	3.2008e-02	1.6646e-02	1.0000e+00	0.0000e+00
4.5586e+00	5.9055e+00	2.7233e-02	1.5382e-02	1.0000e+00	0.0000e+00
4.7762e+00	5.9055e+00	2.2338e-02	1.4139e-02	1.0000e+00	0.0000e+00
4.9938e+00	5.9055e+00	1.7609e-02	1.2990e-02	1.0000e+00	0.0000e+00
5.2114e+00	5.9055e+00	1.3285e-02	1.1982e-02	1.0000e+00	0.0000e+00
5.4289e+00	5.9055e+00	9.5274e-03	1.1134e-02	1.0000e+00	0.0000e+00
5.6465e+00	5.9055e+00	6.4139e-03	1.0440e-02	1.0000e+00	0.0000e+00
5.8641e+00	5.9055e+00	3.9545e-03	9.8728e-03	1.0000e+00	0.0000e+00
6.0816e+00	5.9055e+00	2.1048e-03	9.3934e-03	1.0000e+00	0.0000e+00
6.2992e+00	5.9055e+00	7.8303e-04	8.9599e-03	1.0000e+00	0.0000e+00
6.5168e+00	5.9055e+00	-1.1238e-04	8.5344e-03	1.0000e+00	0.0000e+00
6.7344e+00	5.9055e+00	-6.8404e-04	8.0877e-03	1.0000e+00	0.0000e+00
6.9519e+00	5.9055e+00	-1.0208e-03	7.6027e-03	1.0000e+00	0.0000e+00
7.1695e+00	5.9055e+00	-1.1922e-03	7.0761e-03	1.0000e+00	0.0000e+00
7.3871e+00	5.9055e+00	-1.2511e-03	6.5175e-03	1.0000e+00	0.0000e+00
7.6046e+00	5.9055e+00	-1.2380e-03	5.9479e-03	1.0000e+00	0.0000e+00
7.8222e+00	5.9055e+00	-1.1849e-03	5.3948e-03	1.0000e+00	0.0000e+00
8.0398e+00	5.9055e+00	-1.1181e-03	4.8882e-03	1.0000e+00	0.0000e+00
8.2574e+00	5.9055e+00	-1.0609e-03	4.4563e-03	1.0000e+00	0.0000e+00
8.4749e+00	5.9055e+00	-1.0356e-03	4.1223e-03	1.0000e+00	0.0000e+00
8.6925e+00	5.9055e+00	-1.0625e-03	3.9015e-03	1.0000e+00	0.0000e+00
8.9101e+00	5.9055e+00	-1.1566e-03	3.7998e-03	1.0000e+00	0.0000e+00
9.1276e+00	5.9055e+00	-1.3251e-03	3.8128e-03	1.0000e+00	0.0000e+00
9.3452e+00	5.9055e+00	-1.5656e-03	3.9269e-03	1.0000e+00	0.0000e+00
9.5628e+00	5.9055e+00	-1.8674e-03	4.1223e-03	1.0000e+00	0.0000e+00
9.7804e+00	5.9055e+00	-2.2126e-03	4.3762e-03	1.0000e+00	0.0000e+00
9.9979e+00	5.9055e+00	-2.5797e-03	4.6665e-03	1.0000e+00	0.0000e+00
1.0215e+01	5.9055e+00	-2.9457e-03	4.9734e-03	1.0000e+00	0.0000e+00
1.0433e+01	5.9055e+00	-3.2901e-03	5.2825e-03	1.0000e+00	0.0000e+00
1.0651e+01	5.9055e+00	-3.5981e-03	5.5846e-03	1.0000e+00	0.0000e+00
1.0868e+01	5.9055e+00	-3.8621e-03	5.8771e-03	1.0000e+00	0.0000e+00
1.1086e+01	5.9055e+00	-4.0808e-03	6.1620e-03	1.0000e+00	0.0000e+00
1.1303e+01	5.9055e+00	-4.2576e-03	6.4407e-03	1.0000e+00	0.0000e+00
1.1521e+01	5.9055e+00	-4.3992e-03	6.7147e-03	1.0000e+00	0.0000e+00
1.1738e+01	5.9055e+00	-4.5137e-03	6.9845e-03	1.0000e+00	0.0000e+00
1.1956e+01	5.9055e+00	-4.6049e-03	7.2354e-03	1.0000e+00	0.0000e+00
1.2174e+01	5.9055e+00	-4.6801e-03	7.4674e-03	1.0000e+00	0.0000e+00
1.2391e+01	5.9055e+00	-4.7433e-03	7.6776e-03	1.0000e+00	0.0000e+00
1.2609e+01	5.9055e+00	-4.7766e-03	7.7922e-03	1.0000e+00	0.0000e+00
1.2826e+01	5.9055e+00	-4.8064e-03	7.8970e-03	1.0000e+00	0.0000e+00
1.3044e+01	5.9055e+00	-4.8320e-03	7.9872e-03	1.0000e+00	0.0000e+00
2.0721e-01	5.6879e+00	2.3740e-02	-5.9136e-03	1.0000e+00	0.0000e+00
4.2478e-01	5.6879e+00	2.4235e-02	-5.1845e-03	1.0000e+00	0.0000e+00
6.4235e-01	5.6879e+00	2.4919e-02	-4.2935e-03	1.0000e+00	0.0000e+00
8.5993e-01	5.6879e+00	2.5815e-02	-3.2666e-03	1.0000e+00	0.0000e+00
1.0775e+00	5.6879e+00	2.7508e-02	-1.3811e-03	1.0000e+00	0.0000e+00
1.2951e+00	5.6879e+00	2.9762e-02	8.2474e-04	1.0000e+00	0.0000e+00
1.5126e+00	5.6879e+00	3.2627e-02	3.3160e-03	1.0000e+00	0.0000e+00
1.7302e+00	5.6879e+00	3.6107e-02	6.0413e-03	1.0000e+00	0.0000e+00
1.9478e+00	5.6879e+00	4.0082e-02	8.8125e-03	1.0000e+00	0.0000e+00
2.1654e+00	5.6879e+00	4.4382e-02	1.1514e-02	1.0000e+00	0.0000e+00
2.3829e+00	5.6879e+00	4.8741e-02	1.4023e-02	1.0000e+00	0.0000e+00
2.6005e+00	5.6879e+00	5.2828e-02	1.6211e-02	1.0000e+00	0.0000e+00
2.8181e+00	5.6879e+00	5.6283e-02	1.7980e-02	1.0000e+00	0.0000e+00
3.0356e+00	5.6879e+00	5.8752e-02	1.9255e-02	1.0000e+00	0.0000e+00
3.2532e+00	5.6879e+00	5.9930e-02	2.0000e-02	1.0000e+00	0.0000e+00
3.4708e+00	5.6879e+00	5.9602e-02	2.0215e-02	1.0000e+00	0.0000e+00
3.6884e+00	5.6879e+00	5.7680e-02	1.9939e-02	1.0000e+00	0.0000e+00
3.9059e+00	5.6879e+00	5.4232e-02	1.9244e-02	1.0000e+00	0.0000e+00
4.1235e+00	5.6879e+00	4.9471e-02	1.8229e-02	1.0000e+00	0.0000e+00
4.3411e+00	5.6879e+00	4.3717e-02	1.7010e-02	1.0000e+00	0.0000e+00
4.5586e+00	5.6879e+00	3.7359e-02	1.5702e-02	1.0000e+00	0.0000e+00
4.7762e+00	5.6879e+00	3.0808e-02	1.4406e-02	1.0000e+00	0.0000e+00
4.9938e+00	5.6879e+00	2.4458e-02	1.3202e-02	1.0000e+00	0.0000e+00
5.2114e+00	5.6879e+00	1.8631e-02	1.2142e-02	1.0000e+00	0.0000e+00
5.4289e+00	5.6879e+00	1.3550e-02	1.1250e-02	1.0000e+00	0.0000e+00
5.6465e+00	5.6879e+00	9.3252e-03	1.0520e-02	1.0000e+00	0.0000e+00
5.8641e+00	5.6879e+00	5.9762e-03	9.9274e-03	1.0000e+00	0.0000e+00
6.0816e+00	5.6879e+00	3.4472e-03	9.4312e-03	1.0000e+00	0.0000e+00
6.2992e+00	5.6879e+00	1.6317e-03	8.9881e-03	1.0000e+00	0.0000e+00
6.5168e+00	5.6879e+00	3.9480e-04	8.5583e-03	1.0000e+00	0.0000e+00
6.7344e+00	5.6879e+00	-4.0118e-04	8.1111e-03	1.0000e+00	0.0000e+00
6.9519e+00	5.6879e+00	-8.7732e-04	7.6277e-03	1.0000e+00	0.0000e+00
7.1695e+00	5.6879e+00	-1.1297e-03	7.1041e-03	1.0000e+00	0.0000e+00
7.3871e+00	5.6879e+00	-1.2322e-03	6.5500e-03	1.0000e+00	0.0000e+00
7.6046e+00	5.6879e+00	-1.2413e-03	5.9863e-03	1.0000e+00	0.0000e+00
7.8222e+00	5.6879e+00	-1.2003e-03	5.4416e-03	1.0000e+00	0.0000e+00
8.0398e+00	5.6879e+00	-1.1433e-03	4.9468e-03	1.0000e+00	0.0000e+00
8.2574e+00	5.6879e+00	-1.0988e-03	4.5313e-03	1.0000e+00	0.0000e+00
8.4749e+00	5.6879e+00	-1.0926e-03	4.2191e-03	1.0000e+00	0.0000e+00
8.6925e+00	5.6879e+00	-1.1471e-03	4.0262e-03	1.0000e+00	0.0000e+00
8.9101e+00	5.6879e+00	-1.2782e-03	3.9586e-03	1.0000e+00	0.0000e+00
9.1276e+00	5.6879e+00	-1.4926e-03	4.0114e-03	1.0000e+00	0.0000e+00
9.3452e+00	5.6879e+00	-1.7858e-03	4.1704e-03	1.0000e+00	0.0000e+00
9.5628e+00	5.6879e+00	-2.1439e-03	4.4142e-03	1.0000e+00	0.0000e+00
9.7804e+00	5.6879e+00	-2.5450e-03	4.7191e-03	1.0000e+00	0.0000e+00
9.9979e+00	5.6879e+00	-2.9631e-03	5.0617e-03	1.0000e+00	0.0000e+00
1.0215e+01	5.6879e+00	-3.3713e-03	5.4221e-03	1.0000e+00	0.0000e+00
1.0433e+01	5.6879e+00	-3.7459e-03	5.7856e-03	1.0000e+00	0.0000e+00
1.0651e+01	5.6879e+00	-4.0702e-03	6.1437e-03	1.0000e+00	0.0000e+00
1.0868e+01	5.6879e+00	-4.3365e-03	6.4947e-03	1.0000e+00	0.0000e+00
1.1086e+01	5.6879e+00	-4.5452e-03	6.8419e-03	1.0000e+00	0.0000e+00
1.1303e+01	5.6879e+00	-4.7024e-03	7.1866e-03	1.0000e+00	0.0000e+00
1.1521e+01	5.6879e+00	-4.8181e-03	7.5299e-03	1.0000e+00	0.0000e+00
1.1738e+01	5.6879e+00	-4.9040e-03	7.8712e-03	1.0000e+00	0.0000e+00
1.1956e+01	5.6879e+00	-4.9676e-03	8.1910e-03	1.0000e+00	0.0000e+00
1.2174e+01	5.6879e+00	-5.0182e-03	8.4877e-03	1.0000e+00	0.0000e+00
1.2391e+01	5.6879e+00	-5.0613e-03	8.7570e-03	1.0000e+00	0.0000e+00
1.2609e+01	5.6879e+00	-5.0834e-03	8.9040e-03	1.0000e+00	0.0000e+00
1.2826e+01	5.6879e+00	-5.1041e-03	9.0386e-03	1.0000e+00	0.0000e+00
1.3044e+01	5.6879e+00	-5.1229e-03	9.1543e-03	1.0000e+00	0.0000e+00
2.0721e-01	5.4704e+00	2.5221e-02	-6.2738e-03	1.0000e+00	0.0000e+00
4.2478e-01	5.4704e+00	2.6037e-02	-5.5434e-03	1.0000e+00	0.0000e+00
6.4235e-01	5.4704e+00	2.7127e-02	-4.6499e-03	1.0000e+00	0.0000e+00
8.5993e-01	5.4704e+00	2.8515e-02	-3.6184e-03	1.0000e+00	0.0000e+00
1.0775e+00	5.4704e+00	3.1124e-02	-1.7226e-03	1.0000e+00	0.0000e+00
1.2951e+00	5.4704e+00	3.4506e-02	5.0159e-04	1.0000e+00	0.0000e+00
1.5126e+00	5.4704e+00	3.8715e-02	3.0217e-03	1.0000e+00	0.0000e+00
1.7302e+00	5.4704e+00	4.3748e-02	5.7890e-03	1.0000e+00	0.0000e+00
1.9478e+00	5.4704e+00	4.9412e-02	8.6167e-03	1.0000e+00	0.0000e+00
2.1654e+00	5.4704e+00	5.5471e-02	1.1390e-02	1.0000e+00	0.0000e+00
2.3829e+00	5.4704e+00	6.1572e-02	1.3982e-02	1.0000e+00	0.0000e+00
2.6005e+00	5.4704e+00	6.7279e-02	1.6262e-02	1.0000e+00	0.0000e+00
2.8181e+00	5.4704e+00	7.2127e-02	1.8123e-02	1.0000e+00	0.0000e+00
3.0356e+00	5.4704e+00	7.5660e-02	1.9486e-02	1.0000e+00	0.0000e+00
3.2532e+00	5.4704e+00	7.7485e-02	2.0305e-02	1.0000e+00	0.0000e+00
3.4708e+00	5.4704e+00	7.7324e-02	2.0575e-02	1.0000e+00	0.0000e+00
3.6884e+00	5.4704e+00	7.5066e-02	2.0331e-02	1.0000e+00	0.0000e+00
3.9059e+00	5.4704e+00	7.0799e-02	1.9643e-02	1.0000e+00	0.0000e+00
4.1235e+00	5.4704e+00	6.4797e-02	1.8612e-02	1.0000e+00	0.0000e+00
4.3411e+00	5.4704e+00	5.7472e-02	1.7359e-02	1.0000e+00	0.0000e+00
4.5586e+00	5.4704e+00	4.9325e-02	1.6003e-02	1.0000e+00	0.0000e+00
4.7762e+00	5.4704e+00	4.0891e-02	1.4653e-02	1.0000e+00	0.0000e+00
4.9938e+00	5.4704e+00	3.2677e-02	1.3395e-02	1.0000e+00	0.0000e+00
5.2114e+00	5.4704e+00	2.5107e-02	1.2286e-02	1.0000e+00	0.0000e+00
5.4289e+00	5.4704e+00	1.8475e-02	1.1352e-02	1.0000e+00	0.0000e+00
5.6465e+00	5.4704e+00	1.2933e-02	1.0592e-02	1.0000e+00	0.0000e+00
5.8641e+00	5.4704e+00	8.5139e-03	9.9773e-03	1.0000e+00	0.0000e+00
6.0816e+00	5.4704e+00	5.1558e-03	9.4684e-03	1.0000e+00	0.0000e+00
6.2992e+00	5.4704e+00	2.7272e-03	9.0195e-03	1.0000e+00	0.0000e+00
6.5168e+00	5.4704e+00	1.0585e-03	8.5889e-03	1.0000e+00	0.0000e+00
6.7344e+00	5.4704e+00	-2.6665e-05	8.1438e-03	1.0000e+00	0.0000e+00
6.9519e+00	5.4704e+00	-6.8559e-04	7.6644e-03	1.0000e+00	0.0000e+00
7.1695e+00	5.4704e+00	-1.0455e-03	7.1458e-03	1.0000e+00	0.0000e+00
7.3871e+00	5.4704e+00	-1.2062e-03	6.5980e-03	1.0000e+00	0.0000e+00
7.6046e+00	5.4704e+00	-1.2442e-03	6.0425e-03	1.0000e+00	0.0000e+00
7.8222e+00	5.4704e+00	-1.2178e-03	5.5092e-03	1.0000e+00	0.0000e+00
8.0398e+00	5.4704e+00	-1.1721e-03	5.0306e-03	1.0000e+00	0.0000e+00
8.2574e+00	5.4704e+00	-1.1435e-03	4.6377e-03	1.0000e+00	0.0000e+00
8.4749e+00	5.4704e+00	-1.1632e-03	4.3559e-03	1.0000e+00	0.0000e+00
8.6925e+00	5.4704e+00	-1.2572e-03	4.2023e-03	1.0000e+00	0.0000e+00
8.9101e+00	5.4704e+00	-1.4428e-03	4.1831e-03	1.0000e+00	0.0000e+00
9.1276e+00	5.4704e+00	-1.7263e-03	4.2930e-03	1.0000e+00	0.0000e+00
9.3452e+00	5.4704e+00	-2.1000e-03	4.5162e-03	1.0000e+00	0.0000e+00
9.5628e+00	5.4704e+00	-2.5450e-03	4.8293e-03	1.0000e+00	0.0000e+00
9.7804e+00	5.4704e+00	-3.0332e-03	5.2068e-03	1.0000e+00	0.0000e+00
9.9979e+00	5.4704e+00	-3.5315e-03	5.6237e-03	1.0000e+00	0.0000e+00
1.0215e+01	5.4704e+00	-4.0065e-03	6.0590e-03	1.0000e+00	0.0000e+00
1.0433e+01	5.4704e+00	-4.4293e-03	6.4980e-03	1.0000e+00	0.0000e+00
1.0651e+01	5.4704e+00	-4.7798e-03	6.9326e-03	1.0000e+00	0.0000e+00
1.0868e+01	5.4704e+00	-5.0501e-03	7.3629e-03	1.0000e+00	0.0000e+00
1.1086e+01	5.4704e+00	-5.2431e-03	7.7942e-03	1.0000e+00	0.0000e+00
1.1303e+01	5.4704e+00	-5.3691e-03	8.2279e-03	1.0000e+00	0.0000e+00
1.1521e+01	5.4704e+00	-5.4434e-03	8.6650e-03	1.0000e+00	0.0000e+00
1.1738e+01	5.4704e+00	-5.4834e-03	9.1037e-03	1.0000e+00	0.0000e+00
1.1956e+01	5.4704e+00	-5.5025e-03	9.5174e-03	1.0000e+00	0.0000e+00
1.2174e+01	5.4704e+00	-5.5135e-03	9.9033e-03	1.0000e+00	0.0000e+00
1.2391e+01	5.4704e+00	-5.5240e-03	1.0254e-02	1.0000e+00	0.0000e+00
1.2609e+01	5.4704e+00	-5.5279e-03	1.0446e-02	1.0000e+00	0.0000e+00
1.2826e+01	5.4704e+00	-5.5337e-03	1.0622e-02	1.0000e+00	0.0000e+00
1.3044e+01	5.4704e+00	-5.5413e-03	1.0773e-02	1.0000e+00	0.0000e+00
2.0721e-01	5.2528e+00	2.6531e-02	-6.8276e-03	1.0000e+00	0.0000e+00
4.2478e-01	5.2528e+00	2.7703e-02	-6.0800e-03	1.0000e+00	0.0000e+00
6.4235e-01	5.2528e+00	2.9244e-02	-5.1658e-03	1.0000e+00	0.0000e+00
8.5993e-01	5.2528e+00	3.1173e-02	-4.1111e-03	1.0000e+00	0.0000e+00
1.0775e+00	5.2528e+00	3.4789e-02	-2.1712e-03	1.0000e+00	0.0000e+00
1.2951e+00	5.2528e+00	3.9412e-02	1.0667e-04	1.0000e+00	0.0000e+00
1.5126e+00	5.2528e+00	4.5106e-02	2.6902e-03	1.0000e+00	0.0000e+00
1.7302e+00	5.2528e+00	5.1864e-02	5.5325e-03	1.0000e+00	0.0000e+00
1.9478e+00	5.2528e+00	5.9412e-02	8.4439e-03	1.0000e+00	0.0000e+00
2.1654e+00	5.2528e+00	6.7446e-02	1.1308e-02	1.0000e+00	0.0000e+00
2.3829e+00	5.2528e+00	7.5519e-02	1.3999e-02	1.0000e+00	0.0000e+00
2.6005e+00	5.2528e+00	8.3084e-02	1.6376e-02	1.0000e+00	0.0000e+00
2.8181e+00	5.2528e+00	8.9548e-02	1.8331e-02	1.0000e+00	0.0000e+00
3.0356e+00	5.2528e+00	9.4327e-02	1.9776e-02	1.0000e+00	0.0000e+00
3.2532e+00	5.2528e+00	9.6920e-02	2.0661e-02	1.0000e+00	0.0000e+00
3.4708e+00	5.2528e+00	9.6982e-02	2.0975e-02	1.0000e+00	0.0000e+00
3.6884e+00	5.2528e+00	9.4374e-02	2.0751e-02	1.0000e+00	0.0000e+00
3.9059e+00	5.2528e+00	8.9206e-02	2.0058e-02	1.0000e+00	0.0000e+00
4.1235e+00	5.2528e+00	8.1816e-02	1.9000e-02	1.0000e+00	0.0000e+00
4.3411e+00	5.2528e+00	7.2727e-02	1.7704e-02	1.0000e+00	0.0000e+00
4.5586e+00	5.2528e+00	6.2578e-02	1.6294e-02	1.0000e+00	0.0000e+00
4.7762e+00	5.2528e+00	5.2048e-02	1.4887e-02	1.0000e+00	0.0000e+00
4.9938e+00	5.2528e+00	4.1769e-02	1.3573e-02	1.0000e+00	0.0000e+00
5.2114e+00	5.2528e+00	3.2273e-02	1.2415e-02	1.0000e+00	0.0000e+00
5.4289e+00	5.2528e+00	2.3929e-02	1.1443e-02	1.0000e+00	0.0000e+00
5.6465e+00	5.2528e+00	1.6937e-02	1.0655e-02	1.0000e+00	0.0000e+00
5.8641e+00	5.2528e+00	1.1342e-02	1.0023e-02	1.0000e+00	0.0000e+00
6.0816e+00	5.2528e+00	7.0703e-03	9.5058e-03	1.0000e+00	0.0000e+00
6.2992e+00	5.2528e+00	3.9608e-03	9.0547e-03	1.0000e+00	0.0000e+00
6.5168e+00	5.2528e+00	1.8082e-03	8.6261e-03	1.0000e+00	0.0000e+00
6.7344e+00	5.2528e+00	3.9656e-04	8.1852e-03	1.0000e+00	0.0000e+00
6.9519e+00	5.2528e+00	-4.6980e-04	7.7109e-03	1.0000e+00	0.0000e+00
7.1695e+00	5.2528e+00	-9.5173e-04	7.1980e-03	1.0000e+00	0.0000e+00
